"","x"
"855",-1.12615853166956
"856",-1.12615853166956
"857",-1.12615853166956
"858",-1.12615853166956
"859",-1.12615853166956
"860",-1.12615853166956
"861",-1.12615853166956
"862",-1.12615853166956
"863",-0.344979622686082
"864",-0.483005523516017
"865",-0.390293238327136
"866",-0.432328783463887
"867",-0.314019336158213
"868",-0.302828888828089
"869",-0.261136570072043
"870",-0.341628686080599
"871",-0.0647288036668268
"872",-0.0915059454924792
"873",-0.141448873353852
"874",-0.158726083661807
"875",-0.0997479512603752
"876",0.0434988835856499
"877",0.0712147606171972
"878",0.0844669127025443
"879",-0.123320648791851
"880",-0.121490715439968
"881",-0.105016467407412
"882",-0.0635276919444118
"883",-0.109186499312385
"884",-0.109186499312385
"885",-0.0577704022156012
"886",-0.281644047306626
"887",-0.281644047306626
"888",-0.281644047306626
"889",-0.300796264829834
"890",-0.300796264829834
"891",-0.300796264829834
"892",-0.296157579130923
"893",-0.296157579130923
"894",-0.296157579130923
"895",-0.296157579130923
"896",-0.296157579130923
"897",-0.296157579130923
"898",-0.296157579130923
"899",-0.296157579130923
"900",-0.296157579130923
"901",-0.296157579130923
"902",-0.296157579130923
"903",-0.281644047306626
"904",-0.281644047306626
"905",-0.281644047306626
"906",-0.300796264829834
"907",-0.153667404845761
"908",-0.124910729746015
"909",-0.210716937704934
"910",-0.210716937704934
"911",-0.189845157390602
"912",-0.18149644526487
"913",-0.178713541222959
"914",-0.109604757515505
"915",-0.0940337468048127
"916",-0.0887329772011729
"917",-0.0887329772011729
"918",-0.209325485683979
"919",-0.209325485683979
"920",-0.209325485683979
"921",-0.217674197809711
"922",-0.072499370290026
"923",-0.109604757515505
"924",-0.125838364426652
"925",-0.0940337468048127
"926",-0.153667404845761
"927",-0.0887329772011729
"928",-0.195410965474424
"929",-1.06411598624775
"930",0.680521469355396
"931",0.657694591556559
"932",0.515607160997842
"933",0.613578833629018
"934",0.587134541142911
"935",0.617006452270667
"936",0.646426710855053
"937",0.581768346814185
"938",0.700020421071492
"939",0.721836202929993
"940",0.740956313940783
"941",0.793398022057879
"942",0.802030716577282
"943",0.781921246658002
"944",0.844192868999469
"945",0.783475089367612
"946",0.725582302000218
"947",0.90292363098208
"948",0.740453618739135
"949",0.882263345691084
"950",0.658346585359709
"951",0.821210217302628
"952",0.597865742312614
"953",0.687741427933132
"954",0.687130211994408
"955",0.655055562003687
"956",0.665305389865995
"957",0.849135316318862
"958",0.642484108525165
"959",0.840296674317226
"960",0.723731754731272
"961",0.81963638902623
"962",0.808998310869391
"963",0.657152325994895
"964",0.545218065792181
"965",0.63406317758368
"966",0.681393955722101
"967",0.726080851468366
"968",0.560514898206931
"969",0.996659250648413
"970",1.31546877965913
"971",1.14684487615989
"972",1.0408836107428
"973",-1.12615853166956
"974",-1.12615853166956
"975",-1.12615853166956
"976",-1.12615853166956
"977",-1.12615853166956
"978",-1.12615853166956
"979",-1.12615853166956
"980",-1.12615853166956
"981",-1.12615853166956
"982",-1.12615853166956
"983",-1.12615853166956
"984",-1.12615853166956
"985",-1.12615853166956
"986",-1.12615853166956
"987",-1.12615853166956
"988",-1.12615853166956
"989",-1.12615853166956
"990",-1.12615853166956
"991",-1.12615853166956
"992",-1.12615853166956
"993",-1.12615853166956
"994",-1.12615853166956
"995",-1.12615853166956
"996",-1.12615853166956
"997",-1.12615853166956
"998",-1.12615853166956
"999",-1.12615853166956
"1000",-1.12615853166956
"1001",-1.12615853166956
"1002",-1.12615853166956
"1003",-1.12615853166956
"1004",-1.12615853166956
"1005",-1.12615853166956
"1006",-1.12615853166956
"1007",-1.12615853166956
"1008",-1.12615853166956
"1009",-1.12615853166956
"1010",-1.12615853166956
"1011",-1.12615853166956
"1012",-1.12615853166956
"1013",-1.12615853166956
"1014",-1.12615853166956
"1015",-1.12615853166956
"1016",-1.12615853166956
"1017",-1.12615853166956
"1018",-1.12615853166956
"1019",-1.12615853166956
"1020",-1.12615853166956
"1021",-1.12615853166956
"1022",-1.12615853166956
"1023",-1.12615853166956
"1024",-1.12615853166956
"1025",-1.12615853166956
"1026",-1.12615853166956
"1027",-1.12615853166956
"1028",-1.12615853166956
"1029",-1.12615853166956
"1030",-1.12615853166956
"1031",-1.12615853166956
"1032",-1.12615853166956
"1033",-1.12615853166956
"1034",-1.12615853166956
"1035",-1.12615853166956
"1036",-1.12615853166956
"1037",-1.12615853166956
"1038",-1.12615853166956
"1039",-1.12615853166956
"1040",-1.12615853166956
"1041",-1.12615853166956
"1042",-1.12615853166956
"1043",-1.12615853166956
"1044",1.29615017500674
"1045",1.19022657824697
"1046",1.25612891757928
"1047",1.2834269607451
"1048",1.34181543343426
"1049",1.28601182789638
"1050",1.24920808294943
"1051",1.34400365759687
"1052",1.30365716745992
"1053",1.30365716745992
"1054",1.15364975308151
"1055",1.14553508147989
"1056",1.42132656687986
"1057",1.36501275594429
"1058",1.40968607606194
"1059",1.42874632334337
"1060",1.44664248396206
"1061",1.42945071411041
"1062",1.42278613822533
"1063",1.37241605806272
"1064",1.40224220523577
"1065",1.42804136534028
"1066",1.46364671363595
"1067",1.30246693486299
"1068",1.36994739497026
"1069",1.25341849989911
"1070",1.34133785420887
"1071",1.44870197040863
"1072",1.41831038990371
"1073",1.32206942560177
"1074",1.39677361342193
"1075",1.36508032287748
"1076",1.35624057940495
"1077",1.37062789485424
"1078",1.39985323706882
"1079",1.32915146485659
"1080",1.36980797024554
"1081",1.28078585688383
"1082",1.36210784761035
"1083",-1.12615853166956
"1084",-1.12615853166956
"1085",-1.12615853166956
"1086",-1.12615853166956
"1087",-1.12615853166956
"1088",-1.12615853166956
"1089",-1.12615853166956
"1090",0.398464230311786
"1091",0.394085740266257
"1092",0.168035719627297
"1093",0.173788404799782
"1094",0.180167564795126
"1095",0.275774900144064
"1096",0.265366850366426
"1097",0.292102428949295
"1098",0.287146808198121
"1099",0.342692516371041
"1100",0.345307484888312
"1101",0.34663826878088
"1102",0.321001485019277
"1103",0.391456089913415
"1104",0.370804892028637
"1105",0.463657579762172
"1106",0.430796206061899
"1107",0.48146916439367
"1108",0.455409647301927
"1109",0.511696391709179
"1110",0.446236403267499
"1111",0.45845315588728
"1112",0.494484344815181
"1113",0.522527650771142
"1114",0.567191581454996
"1115",0.544509500624192
"1116",0.452281541673833
"1117",0.555464657890539
"1118",0.535944748517582
"1119",0.592362326102581
"1120",0.638742947318994
"1121",0.613566553677519
"1122",0.578341639753475
"1123",0.550070409526174
"1124",0.59523018599174
"1125",0.575566585230263
"1126",0.578455204327793
"1127",0.595313370449768
"1128",0.467328438713314
"1129",0.464047103958836
"1130",0.494851888170735
"1131",-0.711031054068899
"1132",-0.702061067117774
"1133",-0.727743556072574
"1134",-0.702061067117774
"1135",0.247270697466411
"1136",0.340671128021976
"1137",0.326387402871929
"1138",0.222421414423225
"1139",0.217893477815269
"1140",0.203429694879289
"1141",0.256601775907288
"1142",0.186266785800146
"1143",0.340441856527029
"1144",0.16277706548474
"1145",0.183625373216062
"1146",0.182779171451025
"1147",0.106285753543285
"1148",0.173350677830361
"1149",0.191078569442191
"1150",0.283338276703986
"1151",0.398613972270251
"1152",0.422798855621296
"1153",0.411301252612005
"1154",0.507181966418956
"1155",0.708730916635792
"1156",0.600384508064214
"1157",0.622696404156556
"1158",0.650417876043395
"1159",0.98551041457218
"1160",0.997750141908528
"1161",1.06499217706054
"1162",1.08777093848802
"1163",1.0537211376566
"1164",1.19961022807981
"1165",1.04748175198277
"1166",1.08826748563131
"1167",1.05647694396696
"1168",1.07189716732839
"1169",0.769490193143564
"1170",0.815692646288297
"1171",1.12783614942227
"1172",1.09385106685154
"1173",1.03915927734508
"1174",1.18893854418334
"1175",1.18183044935703
"1176",1.03893635265029
"1177",1.05881966420803
"1178",1.04320473147626
"1179",0.949534839937957
"1180",0.680764423416591
"1181",0.870962263216254
"1182",0.905635073119279
"1183",0.971385173066895
"1184",-0.5253508526103
"1185",-0.536256026568093
"1186",-0.533399909579147
"1187",-0.538852496558044
"1188",-0.535104283278894
"1189",-0.541283881854977
"1190",-0.541283881854977
"1191",-0.548780308413277
"1192",-0.538739341264825
"1193",-0.523746488148225
"1194",-0.516250061589925
