"","year","season","month","ppm","tmean","Hispanic","Black","Asian","EP_UNEMP","EP_HBURD","EP_NOHSDP","EP_UNINSUR","EP_CROWD","EP_NOVEH"
"1",0.0179085950137529,0.12131199962347,0.272512632659767,0.101342602658704,0.0803581376671743,0,0,0,0.0017916936542638,0.0133925890362527,0,0.000776504568009068,0.00279835433691575,0
"2",0.0336930734930602,0.0914481684630267,0.294445345066337,0.0374805099057322,0.0573520349294109,1.58822226326016e-07,0.00705705624180544,0.00632679684499451,0.0222050493445867,0.0016124079451691,0,0.00057299242315807,0,0.0102258210577761
"3",0.0143395600621484,0.0446346204419821,0.23911742289554,0.0875023982314612,0.0957548409771088,0.00481964063460483,0,0.00255730677377443,0,3.95778785494127e-06,0,0.00125366622667781,0.00228204174960231,0.00978650786014329
"4",0.022784426485143,0.0573262080290533,0.126056517666967,0.0253393178384441,0.114167087685759,0,0.0429575704996771,0.00330326027172876,0,0.00864379329833307,0.0071123973684716,0,0,3.89858960591072e-05
"5",0.0176818662171121,0.0898228573838113,0.258687069783731,0.0456014109584089,0.083980316222044,0,0.000192476495047081,0,0.0129310235576302,0.0104025694418608,0,2.97225310913585e-05,0.00937965280060347,0.00185671966748195
"6",0.00127394318072742,0.178770266778694,0.135535674148441,0.0923282613950603,0.128031268324881,0.00568895337086774,0.00303445907671264,0,0.0370510937675621,0.00484475213920218,0.00136772341070075,0.00146126639660409,0.00604566956091082,0.00106144413320978
"7",0.0337563434523109,0.0850730777232433,0.253298273308456,0.100442132148732,0.0923238016894735,0.00254364029642786,0.00362818224250216,0.00801024287915039,0.00286446350146899,0.00549077356262935,0,0.00528848278080783,0,0
"8",0.0377753614677043,0.0443917177824877,0.271201561354212,0.0970954491795498,0.142689402766645,0.00650038208280982,0,0.00804460584217695,0.000405793942222954,0.00154407588262322,0.01421735779922,3.7852343118705e-06,0.00125428406301775,0
"9",0.0180446902350361,0.100755374685794,0.126135595700734,0.0975139581463234,0.111972373534429,0.0219590972886961,0,0,0,0,0.00670536692272243,0,0.00152376041372416,0.00275203295511519
"10",0.0125081165914551,0.174690678663943,0.13419401901014,0.0921002729571436,0.179160052732441,0.00483715541412069,0.0117994890582594,0.000293429767243936,0.00136749038990355,0.00664169541613651,0,0,0.000337690855889712,0.0147929056628551
"11",0.0195451032324428,0.0321892723780478,0.31873205541786,0.0753280802652558,0.124289350422813,0.00050902069697657,0.00132741129883538,0.000672065903932173,0.00720191000090771,0,0.000599898780325003,0.0021395754518883,0.00688172181623088,0
"12",0.0474067248103062,0.0165151029832774,0.348703850315326,0.0627900365490456,0.113864657047188,0.00088570722986272,1.95421052411326e-06,0.0116350525707585,0.00520910597480784,0,0.00298520223180075,0.00210064116681762,0.0129003033274194,0.0103718351722908
"13",0.0109091176918397,0.0498254190896003,0.318249576177365,0.0503561488927355,0.120839298294648,0,0.00500483895145369,0.00204481896277482,0.00325096934505915,0.00716377958263275,0.00118080352369807,0,0.00071670088715291,2.21392041948598e-06
"14",2.46700772861907,0.737917329556824,1.00392225368852,0.560571080500272,1.94443997125867,0.580638448627936,2.46574485175817,0,0.96725929830766,1.19616679941504,0,1.47788721631219,2.70954894340247,0.575664620799861
"15",1.5682745326021,1.49324538802322,1.19121391625553,1.97402431055854,2.14645950796174,0,2.42365743288372,2.65830699447681,3.36586353193627,0,0.0590099229960812,0.706069044854691,0.454049887273934,0
"16",3.2566714770672,0.368759561153776,0.651543522389951,0.52877125655347,1.78421877342428,0,0.64693703316331,0,3.12096389013622,0.772036904218929,1.47756436058402,1.22036839106508,0,0
"17",2.4386821221164,0.588449065592889,1.17211475871227,0.39605455745162,2.14547000898045,1.13236442579958,0,0.993151347563381,2.47430667536969,0,0,0,4.56460981109152,2.40310821828156
