"","y","LM_yfitOOB","LM_ResOOB","LM_yfitPred","LM_ResPred","LM_MSE","LM_Rsq100","LPerm"
"1",-0.553844594629374,-0.402414817989858,-0.151429776639516,-0.514094278261501,-0.0397503163678729,0.224676753089208,-0.0983155730499372,1
"2",-0.250985041350342,-0.306509292784831,0.055524251434489,-0.277344214725191,0.026359173374849,0.251656932638432,-0.230206171232256,4
"3",-0.250985041350342,-0.199877491734506,-0.0511075496158364,-0.252449526690211,0.00146448533986898,0.256178045572649,-0.252307295068578,1
"4",-0.3266999296701,-0.263604189403635,-0.0630957402664648,-0.298428950857265,-0.0282709788128347,0.263935628679147,-0.290229662282568,2
"5",-0.0995552647108271,-0.3266999296701,0.227144664959273,-0.133143230446009,0.0335879657351814,0.276137233671375,-0.349876299484267,2
"6",-0.0995552647108271,-0.402414817989858,0.302859553279031,-0.115313582924811,0.0157583182139835,0.282976751878843,-0.383310774818877,2
"7",-0.175270153030585,-0.255353207984175,0.0800830549535899,-0.158923421211349,-0.0163467318192356,0.267172328884452,-0.306052030159536,1
"8",-0.0995552647108271,-0.407237933775756,0.307682669064929,-0.128522315532515,0.0289670508216879,0.239197137256976,-0.169297389543409,2
"9",-0.175270153030585,-0.29481997669336,0.119549823662775,-0.175765905275536,0.000495752244950853,0.251575952405802,-0.229810305396629,1
"10",-0.175270153030585,-0.219105088373602,0.0438349353430177,-0.187225135396862,0.0119549823662775,0.303530300424227,-0.483785266008758,2
"11",-0.250985041350342,-0.276223337456928,0.025238296106586,-0.242656128975479,-0.00832891237486305,0.238019200719832,-0.163539134516926,2
"12",-0.3266999296701,-0.309874398932376,-0.016825530737724,-0.298352096268963,-0.0283478334011369,0.254319141460309,-0.24322018077074,6
"13",-0.402414817989858,-0.402414817989858,0,-0.413235976993788,0.0108211590039298,0.285700026961901,-0.396623302226791,2
"14",-0.139820331905988,0.852719334182584,-0.992539666088573,0.258915685095931,-0.39873601700192,0.402754867529811,0.641576846498735,1
"15",-0.0227030173138923,1.41198408643929,-1.43468710375318,0.151671651078784,-0.174374668392677,0.675574529845208,0.398786773460085,2
"16",0.2115316118703,1.3046265480632,-1.0930949361929,0.538135311768323,-0.326603699898023,0.83910166623104,0.25325926620506,1
"17",0.328648926462396,1.49982207238336,-1.17117314592096,0.544326038298722,-0.215677111836326,0.474762454059359,0.57749522186629,2
"18",0.445766241054493,0.0944142972782039,0.351351943776289,0.659295129620416,-0.213528888565923,1.05006079411578,0.0655206639627687,1
"19",0.445766241054493,0.738559527534733,-0.292793286480241,0.657716963117831,-0.211950722063339,1.05124269810309,0.0644688535728314,2
"20",0.797118184830781,0.2115316118703,0.585586572960481,0.825702211234179,-0.0285840264033976,0.28055483228632,0.750326176478455,1
"21",1.03135281401497,1.25908092572183,-0.227728111706853,1.03386315741573,-0.00251034340076095,0.707318043861484,0.370537306317188,1
"22",1.38270475779126,0.83225337920841,0.550451378582852,1.22538789021802,0.15731686757324,0.739414659664611,0.341973603726992,2
"23",1.38270475779126,0.2115316118703,1.17117314592096,1.19220854214477,0.190496215646491,0.87342653735054,0.222712575048645,1
"24",1.26558744319917,1.33146593265722,-0.0658784894580537,1.18740339693681,0.0781840462623551,0.398774809264522,0.645118814950447,1
"25",1.38270475779126,0.76128586358058,0.621418894210682,1.14950173554476,0.233203022246497,0.880473122768763,0.216441615786239,1
"26",1.49982207238336,1.45297514654652,0.0468469258368387,1.26319949298117,0.236622579402189,0.789331888458385,0.297550824511334,2
"27",1.49982207238336,1.49982207238336,0,1.10747913118848,0.392342941194876,0.96957830224972,0.137144350879821,1
"28",1.03135281401497,1.24997180125355,-0.21861898723858,0.793732645957379,0.237620168057595,0.555137592756965,0.505967071624964,2
"29",0.914235499422878,1.23526857536175,-0.32103307593887,0.863306622364043,0.0509288770588349,1.36219538659679,-0.212256897460728,1
"30",0.797118184830781,1.39441648925047,-0.59729830441969,0.819813859911916,-0.0226956750811352,0.971026226575042,0.135855801331317,1
"31",0.914235499422878,0.0709908343597846,0.843244665063093,0.848438808910352,0.0657966905125253,0.531433435882417,0.52706208336293,2
