year,season,month,ppm,tmean,Hispanic,Black,Asian,X,Y,EP_UNEMP,EP_HBURD,EP_NOHSDP,EP_UNINSUR,EP_CROWD,EP_NOVEH,overdose_rate
-0.2152984091262853,-1.376941825436787,-0.8787914653331643,0.4827420025957896,-0.438965558786106,-0.5622394503722739,-1.2178070952214202,-0.5717944635355301,-92.7660537,38.02704157,-1.1004370106974426,-0.2272411713462714,-1.4907213497723215,0.3290427427683472,-0.5691317263356691,-1.3919154072160471,-0.5538445946293735
-0.2152984091262853,-1.376941825436787,-0.6040428692749796,-0.04203420223547843,-0.1623575697691811,-0.5622394503722739,-1.2178070952214202,-0.5717944635355301,-92.7660537,38.02704157,-1.1004370106974426,-0.2272411713462714,-1.4907213497723215,0.3290427427683472,-0.5691317263356691,-1.3919154072160471,-0.2509850413503425
-0.2152984091262853,-1.376941825436787,-0.3292942732167949,0.8777292188564904,0.35492641068942904,-0.5622394503722739,-1.2178070952214202,-0.5717944635355301,-92.7660537,38.02704157,-1.1004370106974426,-0.2272411713462714,-1.4907213497723215,0.3290427427683472,-0.5691317263356691,-1.3919154072160471,-0.2509850413503425
-0.2152984091262853,-0.5099784538654767,-0.05454567715861013,0.4441792967560422,1.1696945776075276,-0.5622394503722739,-1.2178070952214202,-0.5717944635355301,-92.7660537,38.02704157,-1.1004370106974426,-0.2272411713462714,-1.4907213497723215,0.3290427427683472,-0.5691317263356691,-1.3919154072160471,-0.3266999296701002
-0.2152984091262853,-0.5099784538654767,0.2202029188995746,0.12345405644449588,1.3090288635235094,-0.5622394503722739,-1.2178070952214202,-0.5717944635355301,-92.7660537,38.02704157,-1.1004370106974426,-0.2272411713462714,-1.4907213497723215,0.3290427427683472,-0.5691317263356691,-1.3919154072160471,-0.09955526471082711
-0.2152984091262853,-0.5099784538654767,0.4949515149577593,-0.9430159920607272,1.409336684469054,-0.5622394503722739,-1.2178070952214202,-0.5717944635355301,-92.7660537,38.02704157,-1.1004370106974426,-0.2272411713462714,-1.4907213497723215,0.3290427427683472,-0.5691317263356691,-1.3919154072160471,-0.09955526471082711
-0.2152984091262853,0.3569849177058335,0.769700111015944,-0.6311058825878374,1.0190194252935822,-0.5622394503722739,-1.2178070952214202,-0.5717944635355301,-92.7660537,38.02704157,-1.1004370106974426,-0.2272411713462714,-1.4907213497723215,0.3290427427683472,-0.5691317263356691,-1.3919154072160471,-0.1752701530305848
-0.2152984091262853,0.3569849177058335,1.0444487070741288,0.940756143977892,0.30036388077543974,-0.5622394503722739,-1.2178070952214202,-0.5717944635355301,-92.7660537,38.02704157,-1.1004370106974426,-0.2272411713462714,-1.4907213497723215,0.3290427427683472,-0.5691317263356691,-1.3919154072160471,-0.09955526471082711
-0.2152984091262853,0.3569849177058335,1.3191973031323134,-1.570924765295516,-0.5861489608432324,-0.5622394503722739,-1.2178070952214202,-0.5717944635355301,-92.7660537,38.02704157,-1.1004370106974426,-0.2272411713462714,-1.4907213497723215,0.3290427427683472,-0.5691317263356691,-1.3919154072160471,-0.1752701530305848
-0.2152984091262853,1.2239482892771438,1.5939458991904982,-1.1208337839621707,-0.6306814544154788,-0.5622394503722739,-1.2178070952214202,-0.5717944635355301,-92.7660537,38.02704157,-1.1004370106974426,-0.2272411713462714,-1.4907213497723215,0.3290427427683472,-0.5691317263356691,-1.3919154072160471,-0.1752701530305848
0.8691676516583319,1.2239482892771438,-1.4282886574495337,-1.4710277413073143,-1.6841319273772382,-0.5622394503722739,-1.2178070952214202,-0.5717944635355301,-92.7660537,38.02704157,-1.1004370106974426,-0.2272411713462714,-1.4907213497723215,0.3290427427683472,-0.5691317263356691,-1.3919154072160471,-0.2509850413503425
0.8691676516583319,1.2239482892771438,-1.1535400613913491,-0.5173518445615696,-1.5142223270127748,-0.5622394503722739,-1.2178070952214202,-0.5717944635355301,-92.7660537,38.02704157,-1.1004370106974426,-0.2272411713462714,-1.4907213497723215,0.3290427427683472,-0.5691317263356691,-1.3919154072160471,-0.3266999296701002
0.8691676516583319,-1.376941825436787,-0.8787914653331643,0.08841052197402599,-0.6335369419323118,-0.5622394503722739,-1.2178070952214202,-0.5717944635355301,-92.7660537,38.02704157,-1.1004370106974426,-0.2272411713462714,-1.4907213497723215,0.3290427427683472,-0.5691317263356691,-1.3919154072160471,-0.4024148179898579
-0.2152984091262853,0.3569849177058335,1.0444487070741288,1.4149450977871096,0.5072729984420126,0.24968788372200018,-0.6318895897244134,1.6927277182291443,-83.2090399,34.12778933,-0.450740798048697,-1.242891852668571,0.04673583071976426,0.8006159248611975,0.836350513538668,-1.298778632120656,-0.13982033190598847
-0.2152984091262853,0.3569849177058335,1.3191973031323134,-1.5014279152032683,-0.4446006478215167,0.24968788372200018,-0.6318895897244134,1.6927277182291443,-83.2090399,34.12778933,-0.450740798048697,-1.242891852668571,0.04673583071976426,0.8006159248611975,0.836350513538668,-1.298778632120656,-0.022703017313892303
-0.2152984091262853,1.2239482892771438,1.5939458991904982,0.18441691880492836,-0.28302023914604846,0.24968788372200018,-0.6318895897244134,1.6927277182291443,-83.2090399,34.12778933,-0.450740798048697,-1.242891852668571,0.04673583071976426,0.8006159248611975,0.836350513538668,-1.298778632120656,0.21153161187030003
0.8691676516583319,1.2239482892771438,-1.4282886574495337,0.0900586609868697,-0.9839593634842927,0.24968788372200018,-0.6318895897244134,1.6927277182291443,-83.2090399,34.12778933,-0.450740798048697,-1.242891852668571,0.04673583071976426,0.8006159248611975,0.836350513538668,-1.298778632120656,0.3286489264623962
