,Intercept,ppm,tmean,Hispanic,Black,Asian,EP_UNEMP,EP_HBURD,EP_NOHSDP,EP_UNINSUR,EP_CROWD,EP_NOVEH
0,-0.021630739108342668,0.28059871046599305,0.042338777535805096,-0.2469719851381497,-0.2620089270194103,0.20419846169442987,0.1951104734762144,0.3647745368031097,0.16605644508313,-0.09966182517907894,0.1141525685469885,0.01025339075251311
1,0.6820331706088089,0.16747695545811037,-0.4756201261671712,-0.27352314108544756,-0.2499564977734928,-0.06053281293507669,0.397798892491079,0.12676663389170328,-0.051165693235867594,-0.23024924556969664,0.1779123071514759,-0.027888728788811087
2,0.1344031294592417,0.2445291294077037,-0.059088423109018115,-0.3886874836127922,-0.3667414118462586,0.0921152102556033,0.25036193550700864,0.39200467761611746,0.15888864893552396,-0.16447001091885685,0.21146059867608516,-0.01963550811974483
3,0.1338685254332926,0.2686761457490319,0.11610648532976117,-0.26454871690867415,-0.1580127588913401,0.11166540668167774,0.20721525910818042,0.4057662689991702,0.3462413530905287,-0.21553561852435185,0.056000652623754726,0.031374547535722816
4,-0.1906770579865453,0.2887304408774952,0.06381645018691538,-0.17997282541267245,-0.15817648393664466,0.12034206323755922,0.16875461281774717,0.23208944245073151,0.015607536936009199,-0.019265533008309778,0.11589962030543872,0.01365868693541462
5,0.18260748710228783,0.4068343922279899,-0.21853152768807652,-0.23417381014548677,-0.1943981735242644,-0.1341655913693215,0.252285461613572,0.2035765186112462,0.267986251890398,-0.16727099535913592,-0.08998610635561705,0.16755116704775463
6,0.3003857202863278,0.3097512395177156,0.1625896414343789,-0.14919474392918355,-0.3039413198403847,-0.12597107986052924,0.1618420635781031,0.11703439443474063,0.36451351263766785,-0.4003929942619877,-0.16458748618246996,0.501351648180369
7,0.08511113919828761,0.40103305917340704,-0.22883841567382496,-0.27016551051574544,-0.09870788537316089,-0.09817572748314207,0.24866741269388282,0.1620035109963392,0.3282715914667645,-0.13210792432832047,-0.14701247140036794,0.07659811031441321
8,0.4335464010149258,0.3002595471057523,-0.19630317398093827,-0.14739586771484064,-0.2747678934954174,-0.1834602664913756,0.2901576808578128,0.20428969845605885,0.1027160116479078,-0.23812352157348282,0.034290120721844675,0.23531937346960655
9,-0.08451756866471874,0.30600422158848645,0.061828669294692926,-0.16071692495460702,-0.1681687667589517,0.2349859311802341,0.171228397570849,0.29967010829407004,0.11067195547225411,-0.046581173289917045,0.058716285828503384,0.036009292240881556
10,-0.15003799589589376,0.40041769252244935,-0.02482849663835921,0.11236927512622728,-0.034802569541722096,0.03164045540859983,0.16188944789445675,0.14228948110293888,-0.14215253087091723,-0.10060543118628995,0.039474126137777545,0.049034247508783456
11,0.14221906564977196,0.4802789191548814,-0.03783037677242618,-0.12039948390990457,-0.2539131981280233,-0.1406705321726496,0.21775321010820428,0.21446394716345923,0.36722653200506766,-0.3955934467810724,-0.12750334583338163,0.29239549363986866
12,-0.3126723499936355,0.21645522646658394,0.06243841310783421,0.23057037616446308,-0.000443843309392733,-0.0423074145683001,0.17517123790698824,0.10597303886776183,-0.23102722704403697,-0.13020407525438074,0.028498826808509934,0.22337522701146284
13,0.6275018439331862,0.10837436759182925,0.46939156516729647,-0.3071098791713784,-0.13344136249494085,-0.048021896288393075,0.10580691130245887,0.0878381805097012,0.5722935567975,-0.13146336557911387,-0.2090646683974672,0.38632837860552866
14,0.23732141879792665,0.1921346241118973,0.4656210878322837,-0.39241665615964105,-0.120170275740463,-0.08385021315166515,0.18326369944224835,0.16397879611232083,0.6086776405153342,-0.4807938148895405,-0.21590035880052946,0.09803510461302364
15,-0.24898108845850792,0.22558422412890025,0.2682700036543407,-0.21730163915988782,-0.1566450147435931,0.0580177547414361,0.16202968734531614,0.20752103910487774,0.057831367300625436,-0.14154344256809048,0.05958317640205186,-0.04765618372553665
16,0.30668129628585505,0.4065855030017966,-0.1535507207092005,-0.10962339331540266,-0.2814117574457195,-0.17217247781731826,0.2687903112288924,0.21278287449087488,0.18110161427778312,-0.2656800506717798,-0.039568779623794,0.3029195475396799
17,-0.2862504583637343,0.27450822446895634,-0.1204596215934229,0.21246375285993052,0.44954228029323917,-0.02268448463062686,0.054576285469982895,0.18419422030146085,-0.11425975003595386,-0.009522531276510997,-0.025304481742133747,0.10843543933128277
18,0.3594450690475938,0.27688238591513525,0.17494734296608447,-0.3245298610951153,-0.053809620237068485,0.030007182285543076,0.17861968304583714,0.3113082357430923,0.4674342966332869,-0.22457801656079535,0.05575788258398912,0.08866293924256938
19,0.6758897962262294,0.0356035618116396,-0.17612278255571007,-0.13123582382639393,-0.32619176046215703,-0.1317214934082559,0.3546018218550914,0.24423433530833752,-0.025146450491170272,-0.3298319980637008,0.22033906013778728,-0.094616245653139
20,0.12046853523660242,0.3335072231561491,-0.07745255110586709,-0.1851396054374941,-0.039267040310347445,-0.07320394522388525,0.14845619355861644,0.22436289824548583,0.3476519341088415,-0.02535391027109324,-0.23541354658389407,0.015801720151631424
21,0.45099374628823075,0.04731142710387202,0.6558417877231221,-0.39288920801997496,-0.15304111992831917,-0.08947176188699954,0.13649146872198967,0.1356139688659825,0.6373687283964807,-0.4055307255221612,-0.25206689455846465,0.23274247920071664
22,0.5335708514487008,0.16283191079184034,0.38197369148743665,-0.3015698814577822,-0.06983034808439761,-0.00998354401815967,0.12208198572277769,0.18065350965612748,0.5713823581095655,-0.18748652390021556,-0.13952946580341763,0.17957645039195494
23,0.3743849178489009,0.40238116695545756,-0.21040497619804777,-0.10567110418151239,-0.27902248436503374,-0.15320309690290396,0.31499570448083414,0.1735037960939955,0.10037404185925271,-0.28206803708801537,-0.01147072656753456,0.2896368493712385
24,0.3437784378670391,0.17306726041618747,0.032609814316605965,-0.250268194858489,-0.3451345202104971,-0.07895029205303784,0.33552543298692444,0.2729407732980142,0.06399260967513257,-0.3210431036629831,0.1895882486030783,-0.04662534736528184
25,0.5367802373085936,0.08628383380655588,0.5565620634231981,-0.24433738570437386,-0.24966567546559257,-0.09045620938151679,0.08096702593178128,0.06645117348749077,0.5439451297490332,-0.3416120974059737,-0.20468653006537554,0.5399862467037365
26,0.6264951566535674,0.1729335074924522,-0.450187765180367,-0.3127561755029553,-0.27183202978185933,-0.03616745047339882,0.4040370989157234,0.14152302171945252,-0.048991176143067396,-0.20482022553577325,0.18752260441881843,-0.0399026307976753
27,0.054977093523333125,0.3935365148014567,0.09079760881426868,-0.33532368188392636,-0.11032731330554901,-0.08508410694698963,0.19125069618621365,0.1872462694715423,0.539867098991101,-0.4306313004356225,-0.1516719076854817,0.10062379061129856
28,-0.19913556427553478,0.39406747481440707,0.10885752345924195,0.18003283571957676,0.05607429746768074,0.11620953416257324,0.10547205684963028,0.1629161072797798,-0.16730936568841245,-0.040453025657849674,0.02041349826099537,0.1404639984434637
29,-0.11547181438922714,0.39232069093620814,0.10327318652479606,0.0356641329598041,0.21416899363605152,0.22916891377629867,0.08706459182705506,0.1462736050113038,-0.042811088603482345,-0.0015353611360322584,0.0009041881460212274,0.06753606714055663
30,0.07522429427134812,0.4947393825077538,-0.08026943151100102,-0.26170763406777214,0.007867312801350335,0.05937444449192664,0.17727711968879192,0.3618129844472932,0.3123186095126341,-0.13556821674703262,-0.022431442972429553,0.050061178798413444
31,0.33823421645101026,0.3420164737554022,-0.17289901899080193,-0.2549554341704987,-0.26968740971012156,-0.08113307709785697,0.22541542348802582,0.03138475937034341,0.20714421336291156,-0.16644759281787425,-0.10466260002785367,0.4862920156913595
32,-0.06436747106437585,0.34576028292756256,0.11660079752308596,-0.07415078329012849,-0.15359045566634044,0.056607163556105386,0.18205616808558844,0.18831178538234966,0.015799139977893534,-0.17436518782886123,0.029172521599690988,0.000592103544772165
33,0.3359659997894993,0.4163830509529831,-0.17372036318770137,-0.09916185046642102,-0.2834844036094045,-0.16008750674227468,0.299026998596486,0.18487661971497188,0.13239791485814806,-0.29101789232520453,-0.028084706463561596,0.3047560923353512
34,0.6120266010356117,0.06746525356174866,-0.29912894495490916,-0.32534046312037035,-0.33801064818705456,-0.04160142431350195,0.3908951718381452,0.2687333728148663,-0.07206413938862272,-0.25381281058854416,0.2714300300693414,-0.19499849070324712
35,-0.013615323013697372,0.48908500214106504,-0.11589596922429533,-0.11098108834594285,0.12204361675322539,0.018655323368174187,0.12495243079102761,0.3216327582457067,0.18647381518496414,-0.07935493512487833,-0.04421511578666064,0.09956527543764478
36,0.09263100988326511,0.2781933328830729,0.03646739153979765,-0.28810573552709934,-0.3564815555141529,0.1253858473630074,0.23712367835794054,0.3931509147971812,0.23018418479309347,-0.18264875443635456,0.11866991563939926,0.054928192801682214
37,0.5730264441481583,0.18073755520296636,0.21710912343811684,-0.3734746635819373,-0.0792588644361259,-0.02554714749239865,0.11667160222251256,0.09313133904370272,0.5580164596440432,0.006110731005993889,-0.18422764568512504,0.3180275738668755
38,-0.17353979956949944,0.40636625178446456,0.0013710483350193904,0.18359927689430497,-0.053673104196842805,0.02715118412586061,0.1629994460293262,0.13089655474119144,-0.20198921594145372,-0.11300738614540921,0.04777465843252704,0.12290873359082247
39,0.1840010328915904,0.17920051729667957,0.16932323029106894,-0.1546901056246457,-0.012264775860394237,-0.08085427118269917,0.25236101014490386,0.1514368750332365,0.34704962669262474,-0.2063139488393555,-0.20947205106893188,0.014146646013519995
40,0.6320807293936854,0.04669859344065979,-0.18233131118621343,-0.20333036812933278,-0.3447501350964827,-0.07936324908345821,0.37462165847836165,0.2795255261602429,-0.03835863220433851,-0.33762920892240345,0.2393427338816577,-0.15745265953311927
41,-0.15863477444083846,0.32127455264694044,0.09372591796979725,-0.06636149573340715,-0.03423350017033711,0.25682417992952866,0.1337210387645896,0.21254478118910328,0.015605848071568949,0.008367767868968102,0.026979488371149014,0.0656269463528382
42,-0.0988035844363583,0.4656827208755457,-0.15253281177785158,-0.12360562583929598,0.384420080336561,0.03930749324353524,0.10942589702905396,0.2798330917386296,0.09071534497378082,-0.015255919713069568,-0.0299452736483627,-0.015620707241035389
43,0.23163398460315113,0.33662951543618597,-0.14441468200966764,-0.23606963605945078,-0.20909435821535632,-0.1420590655246867,0.27859038482842013,0.196908358425405,0.2204889580982478,-0.18633188668028916,-0.05175393513884774,0.11158119596351214
44,-0.048097738006078104,0.21885170338007584,0.16582674281085202,-0.321449444309902,-0.28990617662432977,0.11682937468527001,0.21569655005009344,0.30961221514079723,0.09246423942467277,-0.16272117870449512,0.15708530677278695,-0.06033511183054051
45,-0.3329846044289836,0.08290600845542359,0.10492599631694782,0.13110673833109218,0.00610160331190246,-0.03037600531483833,0.21799850019096478,0.09830039928317066,-0.14396134323702528,-0.11345753503975656,-0.03272540514071934,0.20472048863306547
46,0.1848008288474066,0.2655140132657031,-0.10266964135681292,-0.3391836425594698,-0.3525823151597596,0.034390206131477696,0.22343679607848047,0.33729850087390234,0.24776703682043397,-0.1496808170238613,0.12668512638015544,0.10060565128920142
47,-0.43756284196178563,0.05342704657891547,0.15928555440815698,0.19054758310287626,-0.0522268629401349,-0.02916549318258014,0.23553923980874483,0.08481094577109188,-0.2181301605423111,-0.04582263719934554,-0.056994896242142976,0.22121133954007935
48,-0.2121338998155288,0.40270838463100794,0.03912190490063021,0.21149706483854236,-0.067300732243544,0.02582985821159344,0.15721110766867685,0.1385515116394646,-0.22845334464337835,-0.1026394935630979,0.05221545749475533,0.15441878242776916
49,-0.34021765603508347,0.1033176608341133,0.09293351024412425,0.16128159249299043,0.009853749115036607,-0.03414404141300477,0.20970831991728492,0.09640609744410326,-0.17600023401795512,-0.11810990390844685,-0.017996519685466977,0.20712727994734517
50,-0.001361027557326405,0.3431858175785949,0.05578093447318592,-0.15901302790798058,-0.05883306612560636,0.18367257905988477,0.17856417639694158,0.32608301672537454,0.1852381174023287,-0.10571314282517759,0.013679435885869463,0.01755826039053173
51,0.3760515643122509,0.294345558042021,-0.23211946709775433,-0.35265640530313425,-0.17446183591468875,-0.09489939294586314,0.154298333252082,-0.00483720544072263,0.35467706578394703,-0.023146588323636533,-0.13424307464492394,0.48319574959495615
52,-0.412751417002504,0.0661546482652543,0.0485344191650066,0.2722158175612111,0.09652639669456616,-0.035351246789237054,0.14830716201478722,0.13492629937979836,-0.2013007522904783,-0.08086780074938646,-0.022886851316873853,0.23672478521892346
53,0.47154011346585545,0.035697242833261894,0.6758586646883065,-0.391897293969487,-0.1389632842079478,-0.08778362508497178,0.1429195719021738,0.13513538876234607,0.6420482890338441,-0.3908989164472416,-0.2604424665075771,0.2111630217744317
54,-0.10451082041163526,0.16385672969802847,0.3268900466849377,-0.3119758128955873,-0.28213422273865874,0.07671190947069022,0.19744479148295166,0.28982211903456634,0.09388454764168586,-0.24989485002750683,0.11465795757276104,-0.09528096554390646
55,0.08805627432513013,0.4730658208180988,-0.06309582692609163,-0.28478578124648174,-0.02384447444960495,0.06148760823129539,0.19181896227710468,0.36279673639394117,0.3404105563518242,-0.15414541300524687,-0.01766259542830975,0.04676254748118334
56,-0.14234720102768558,0.3852256613343221,-0.050630551446118346,0.0598280570448221,-0.009778215224426639,0.029824415818317074,0.14971249382436633,0.144362007786326,-0.09721689640678552,-0.09178169148390783,0.033341939217184036,-0.006413637017585919
