,0
0,0.13233045680734162
1,0.19083577174842592
2,-2.16632809947823
3,-0.13294677615378692
4,0.9540264416458759
5,-0.5045776514654374
6,2.6128573558990738
7,-0.5825091565269922
8,0.40756979685219896
9,0.2755454484850395
10,-0.5161048823449057
11,-0.02270943964616634
12,0.3244563534417188
13,-0.7256057462264471
14,0.2480009449538177
15,-0.16969883052170534
16,-0.48309661316347197
17,-0.19059831332845578
18,0.4725929134579213
19,-1.0850089734609007
20,0.11664677625652425
21,-0.10692699442496528
22,-0.29423376494096376
23,-0.06675351923072304
24,0.43210173683668096
25,0.6804950994957708
26,-0.03338203396639999
27,-0.7791401081497265
28,-0.06950425957690909
29,0.09557833073278577
30,1.13762493088901
31,1.3617166452057652
32,0.07718626893861391
33,-0.09734912789172842
34,-1.0199097707718225
35,-0.33456523277012584
36,0.8532151218132004
37,1.244074155899737
38,-0.5549689822098649
39,-0.3480000629451202
40,-0.5163389299156661
41,-0.03537472535955932
42,-0.5299171917294431
43,-0.4346724614264983
44,-0.2957793516424877
45,0.19211947167893934
46,-1.5146936296991105
47,-0.3458596821693515
48,-0.42121134969824103
49,0.7730079356058521
50,-1.067446125885874
51,-0.19242120951189823
52,-0.04385815502020218
53,-0.2842531782944978
54,-0.9982191643453644
55,-0.08377881559126021
56,0.01154110611232273
57,0.5495028410576013
58,-0.24960837913854494
59,2.2239924779635007
60,-0.12999449664822693
61,0.4441148204326738
62,0.6278609604638328
63,0.24021352162452675
64,0.23525616860051318
65,-0.296663615246576
66,-0.2555028863947849
67,-0.032776904196966494
68,-0.5568104419177398
69,-1.2529180193915992
70,-0.558025880985185
71,0.1017962909011707
72,-0.2341619393227843
73,0.519598386237409
74,-0.4653686665923952
75,0.1997430927203672
76,-0.03106399589143402
77,-0.46562638500791886
78,-0.12246028986572521
79,0.9348632220497234
80,-0.6254674293757609
81,0.1526025207006352
82,1.0531067084616366
83,-0.18608504290005978
84,-0.22329285988086225
85,0.46364329218722133
86,0.16375591146088841
87,0.3836409293424679
88,-2.429716093193698
89,0.23825743723373294
90,0.5402905766462591
91,1.1849480062965236
92,0.9228615902356312
93,0.07895272088422797
94,0.9118067643601394
95,-1.3426245530323293
96,0.2916197727622796
97,0.10628805918455342
98,0.353990504839665
99,-0.5784153139863355
100,0.64583648214131
101,-1.0543245415153328
102,0.3256085049074846
103,-0.027569894708286913
104,0.16539321549109512
105,-0.3767265747087206
106,0.11181131491952652
107,-0.21317094452785768
108,0.24494879774490944
109,-0.37491857025740716
110,-0.5079168103266555
111,0.8061485480710049
112,-1.2337161521929267
113,0.42158920923696136
114,-0.2847861334998476
115,0.18940636510612757
116,-0.183136550238101
117,0.12733896061280006
118,-0.4293972399015642
119,0.3792102120807756
120,1.0243138887662557
121,2.7653550739694417
122,0.16074002702170742
123,-0.4777473939425849
124,0.13462654504899985
125,0.4407136122736219
126,0.24720085647258722
127,-0.7947957744212102
128,-0.004554817189289295
129,-0.7584745266630585
130,-0.4747453275807747
131,-0.017571022919456017
132,0.5426999584434962
133,0.3469481497248603
134,0.1908296381684869
135,0.3354464006417788
136,0.8180904631369029
137,-0.9075242754182665
138,0.38809954459265394
139,0.12077651906596254
140,0.08633308119366656
141,0.5595888012929867
142,-0.15867759252555608
143,-0.3154102097700654
144,0.03953167615933971
145,-0.9469477383888577
146,-0.29616489895643894
147,-0.42758993615546265
148,0.5356354463927765
149,-0.6769405502984777
150,0.8966058715382282
151,-0.06959612889990163
152,0.2684881128444599
153,-0.23340591315183734
154,-0.17417811765115498
155,-0.5919828421206068
156,-0.04405267699152809
157,-0.7658317926542306
158,-0.1670490627053836
159,-0.5650395169816314
160,1.1123734253732716
161,-1.0821275039964895
162,-0.25238377513232596
163,0.03679253767518484
164,0.010618564706836864
165,-0.09699673820853472
166,-1.12601602336941
167,0.5895956592797549
168,-0.38133146320671907
169,-0.14325240069215908
170,0.0007417058102404117
171,0.41118390548851425
172,-1.7293201497797024
173,-0.8757244230072052
174,-0.02816284423864729
175,-0.2246841331320114
176,-0.13082450683190175
177,-0.18655810265189499
178,-0.054200688938213115
179,0.26888899996930293
180,-0.4081572080082341
181,-0.16136908696887614
182,1.77331332286981
183,-0.5357901248173279
184,0.42304042154998883
185,0.07049501852649964
186,0.4498217077295886
187,0.34073920872031294
188,-0.4400907552606853
189,0.03273335106207116
190,-0.12356804824877705
191,-0.02436294893594515
192,0.18963701239964556
193,0.21675606558162788
194,0.9027040581388835
195,-0.51459406885207
196,0.39937748836978315
197,0.7226303817525217
198,0.010510701423103688
199,0.5993230974136325
200,-0.9303616203262708
201,-0.10631422215669573
202,0.09495971562052302
203,-0.08197963357426086
204,-0.4226248048722151
205,0.6099066613452312
206,-0.11560599392621529
207,-0.22350394978396165
208,0.11842367753721446
209,1.0394178691695748
210,-0.465528877609707
211,1.2741732945392692
212,-0.6228543492261638
213,-0.07031694876009609
214,0.45134280607412114
215,0.7786734045737799
216,-0.2521975004496274
217,0.3443930042609231
218,0.49325024264387984
219,0.010891930421592033
220,-0.5230273991466895
221,0.6776993177068678
222,-0.6134556257264734
223,0.7615748965179452
224,-0.7690944162211426
225,0.034718968976850534
226,-0.7035340245972858
227,-0.6056569843781321
228,-0.5845314329419787
229,0.6093721745543306
230,-0.931544886772957
231,0.10254582706950222
232,0.13664974275573494
233,-1.6475414330662437
234,-0.33036953121430357
235,-0.31550281591771157
236,-0.2009911714036651
237,0.08894745779499913
238,-0.18939987398756852
239,0.04027500603822132
240,0.13613604340860677
241,0.9008431962881958
242,-0.5559791539681376
243,-0.19361826461455106
244,-0.6346416090188265
245,-0.03858385192475072
246,-0.09873186760253394
247,-0.8086581091088438
248,-0.1440343384603901
249,-0.11047854918909428
250,-0.24837751968737343
251,0.13615116643543712
252,-0.31121780836003454
253,0.08062396478135403
